Operacio,Dia,Hora,Preu,Volum
C,05/03/24,12:45:26,3.43,300
V,05/03/24,12:49:12,3.42,3125
C,05/03/24,12:52:57,3.43,329
V,05/03/24,12:53:03,3.42,965
V,05/03/24,12:54:13,3.42,1489
C,05/03/24,12:54:50,3.43,3000
C,05/03/24,12:55:47,3.43,18228
C,05/03/24,12:55:50,3.43,960
C,05/03/24,12:56:26,3.43,400
C,05/03/24,13:00:22,3.43,1160
C,05/03/24,13:01:02,3.43,814
V,05/03/24,13:01:55,3.42,1951
C,05/03/24,13:02:02,3.43,5000
V,05/03/24,13:02:43,3.42,4026
C,05/03/24,13:05:04,3.425,1211
V,05/03/24,13:05:47,3.42,500
V,05/03/24,13:08:15,3.42,4017
V,05/03/24,13:09:05,3.42,800
C,05/03/24,13:09:58,3.425,850
C,05/03/24,13:10:29,3.425,16363
V,05/03/24,13:14:05,3.42,15818
V,05/03/24,13:14:07,3.42,162
V,05/03/24,13:15:11,3.4181,4574
C,05/03/24,13:15:12,3.425,1077
V,05/03/24,13:17:14,3.42,3885
V,05/03/24,13:18:06,3.42,700
V,05/03/24,13:18:15,3.42,1200
V,05/03/24,13:18:23,3.42,6764
V,05/03/24,13:19:09,3.42,1500
C,05/03/24,13:21:01,3.425,3
V,05/03/24,13:21:30,3.415,11851
C,05/03/24,13:22:30,3.425,1102
V,05/03/24,13:23:04,3.415,840
C,05/03/24,13:25:59,3.42,1000
V,05/03/24,13:27:59,3.415,3834
C,05/03/24,13:28:14,3.42,5000
C,05/03/24,13:30:34,3.425,1110
V,05/03/24,13:31:19,3.415,4000
V,05/03/24,13:35:49,3.415,1000
C,05/03/24,13:36:04,3.42,4870
V,05/03/24,13:37:06,3.415,2000
C,05/03/24,13:37:11,3.42,857
C,05/03/24,13:37:31,3.42,3357
C,05/03/24,13:38:24,3.425,1340
V,05/03/24,13:41:03,3.415,1000
V,05/03/24,13:42:15,3.415,112
V,05/03/24,13:42:17,3.415,24814
C,05/03/24,13:42:36,3.42,11611
C,05/03/24,13:42:37,3.42,1898
C,05/03/24,13:42:40,3.42,891
C,05/03/24,13:42:41,3.42,2600
C,05/03/24,13:43:09,3.42,5726
C,05/03/24,13:43:10,3.42,1474
C,05/03/24,13:43:25,3.42,1610
C,05/03/24,13:45:37,3.42,1220
C,05/03/24,13:46:19,3.4236,19413
C,05/03/24,13:46:36,3.425,1302
C,05/03/24,13:48:33,3.425,7
V,05/03/24,13:50:24,3.42,1200
V,05/03/24,13:53:07,3.42,1100
C,05/03/24,13:54:11,3.425,1334
V,05/03/24,13:56:23,3.42,45
V,05/03/24,14:01:46,3.42,4000
C,05/03/24,14:02:08,3.425,1347
V,05/03/24,14:02:51,3.42,2000
V,05/03/24,14:06:02,3.42,3777
V,05/03/24,14:07:19,3.415,550
C,05/03/24,14:07:41,3.42,550
C,05/03/24,14:09:37,3.4209,6227
C,05/03/24,14:12:34,3.425,18789
V,05/03/24,14:13:16,3.42,3930
C,05/03/24,14:14:19,3.425,1144
C,05/03/24,14:14:57,3.425,200
C,05/03/24,14:15:03,3.425,256
V,05/03/24,14:15:06,3.42,1000
V,05/03/24,14:16:12,3.42,5000
C,05/03/24,14:16:23,3.425,801
C,05/03/24,14:17:30,3.425,4113
V,05/03/24,14:17:31,3.42,1200
V,05/03/24,14:18:36,3.42,1434
C,05/03/24,14:20:22,3.425,1699
V,05/03/24,14:21:34,3.42,2350
V,05/03/24,14:21:51,3.42,1481
C,05/03/24,14:21:52,3.43,82084
C,05/03/24,14:21:56,3.435,5473
C,05/03/24,14:21:59,3.435,986
C,05/03/24,14:22:09,3.435,984
C,05/03/24,14:22:20,3.435,1098
C,05/03/24,14:22:22,3.435,1154
C,05/03/24,14:22:33,3.435,1038
C,05/03/24,14:22:43,3.435,1025
C,05/03/24,14:22:57,3.435,815
C,05/03/24,14:23:10,3.435,6
V,05/03/24,14:23:46,3.43,1000
V,05/03/24,14:24:45,3.43,1625
C,05/03/24,14:24:53,3.435,1393
V,05/03/24,14:24:54,3.43,204
C,05/03/24,14:25:07,3.435,827
V,05/03/24,14:25:23,3.43,100
V,05/03/24,14:28:07,3.43,13781
C,05/03/24,14:28:08,3.435,216
C,05/03/24,14:30:11,3.435,867
C,05/03/24,14:30:21,3.435,842
V,05/03/24,14:30:40,3.425,1000
C,05/03/24,14:31:15,3.435,1382
C,05/03/24,14:34:32,3.435,5927
V,05/03/24,14:35:06,3.43,5834
V,05/03/24,14:35:30,3.425,2300
C,05/03/24,14:36:06,3.435,5773
C,05/03/24,14:37:23,3.435,1357
V,05/03/24,14:40:21,3.43,600
V,05/03/24,14:41:08,3.43,23124
C,05/03/24,14:43:44,3.435,1181
C,05/03/24,14:44:03,3.435,245
V,05/03/24,14:44:17,3.425,600
C,05/03/24,14:45:30,3.43,70
C,05/03/24,14:50:09,3.435,1362
C,05/03/24,14:56:18,3.435,1385
V,05/03/24,14:58:48,3.43,8
V,05/03/24,14:58:59,3.43,2406
V,05/03/24,15:02:16,3.425,1000
C,05/03/24,15:02:23,3.435,237
V,05/03/24,15:02:33,3.425,6428
C,05/03/24,15:02:46,3.43,1400
C,05/03/24,15:03:07,3.43,2288
C,05/03/24,15:03:23,3.43,3635
C,05/03/24,15:05:06,3.435,30
C,05/03/24,15:06:18,3.435,16105
C,05/03/24,15:08:34,3.4355,11857
C,05/03/24,15:11:14,3.44,15057
V,05/03/24,15:12:49,3.43,10000
C,05/03/24,15:12:55,3.435,1753
C,05/03/24,15:13:56,3.435,1582
V,05/03/24,15:13:58,3.43,1600
V,05/03/24,15:14:32,3.43,1145
C,05/03/24,15:14:33,3.44,1398
C,05/03/24,15:14:36,3.44,600
V,05/03/24,15:15:13,3.43,4000
V,05/03/24,15:15:35,3.43,38855
C,05/03/24,15:16:05,3.4351,14849
V,05/03/24,15:17:44,3.43,155
V,05/03/24,15:19:43,3.43,345
C,05/03/24,15:20:30,3.435,248
V,05/03/24,15:21:25,3.43,1166
C,05/03/24,15:22:00,3.435,1500
C,05/03/24,15:22:40,3.435,363
C,05/03/24,15:23:47,3.435,1184
C,05/03/24,15:25:38,3.435,180
C,05/03/24,15:26:07,3.435,338
V,05/03/24,15:26:29,3.43,200
V,05/03/24,15:28:30,3.43,893
V,05/03/24,15:29:13,3.43,7129
V,05/03/24,15:29:26,3.43,1441
C,05/03/24,15:31:12,3.435,2
V,05/03/24,15:31:42,3.43,937
V,05/03/24,15:31:43,3.43,5819
V,05/03/24,15:34:44,3.43,5042
V,05/03/24,15:34:49,3.43,776
V,05/03/24,15:34:50,3.43,1324
C,05/03/24,15:35:19,3.435,2
V,05/03/24,15:35:44,3.43,1891
V,05/03/24,15:36:01,3.43,1905
C,05/03/24,15:36:19,3.435,5000
V,05/03/24,15:36:46,3.43,40
V,05/03/24,15:37:38,3.43,467
V,05/03/24,15:39:32,3.43,754
C,05/03/24,15:40:59,3.435,4008
V,05/03/24,15:41:15,3.43,933
V,05/03/24,15:42:26,3.43,5000
C,05/03/24,15:43:00,3.435,26540
C,05/03/24,15:43:15,3.435,1925
C,05/03/24,15:44:25,3.435,2101
V,05/03/24,15:45:00,3.43,503
C,05/03/24,15:46:10,3.435,2067
C,05/03/24,15:47:25,3.435,20
C,05/03/24,15:48:06,3.44,4080
C,05/03/24,15:50:56,3.44,3625
V,05/03/24,15:51:10,3.435,1350
V,05/03/24,15:53:20,3.43,15073
C,05/03/24,15:53:36,3.435,5589
C,05/03/24,15:53:49,3.435,895
C,05/03/24,15:54:14,3.435,880
V,05/03/24,15:57:10,3.43,804
V,05/03/24,15:59:25,3.43,50
C,05/03/24,16:00:58,3.435,5495
C,05/03/24,16:01:11,3.435,1214
C,05/03/24,16:01:16,3.435,5777
V,05/03/24,16:01:37,3.43,500
V,05/03/24,16:02:49,3.43,999
V,05/03/24,16:03:02,3.43,304
C,05/03/24,16:03:15,3.435,1860
C,05/03/24,16:04:14,3.4386,17023
V,05/03/24,16:04:22,3.435,348
V,05/03/24,16:04:48,3.43,2920
C,05/03/24,16:05:24,3.435,45
C,05/03/24,16:05:28,3.435,1200
C,05/03/24,16:05:54,3.435,600
C,05/03/24,16:06:01,3.44,19135
C,05/03/24,16:06:06,3.44,918
C,05/03/24,16:06:47,3.44,1800
C,05/03/24,16:06:48,3.44,1240
C,05/03/24,16:06:54,3.44,11960
C,05/03/24,16:07:10,3.44,958
C,05/03/24,16:07:18,3.445,564
V,05/03/24,16:09:10,3.44,25000
C,05/03/24,16:09:24,3.445,988
V,05/03/24,16:09:32,3.44,2675
C,05/03/24,16:09:37,3.445,21817
C,05/03/24,16:09:44,3.45,1103
C,05/03/24,16:09:54,3.45,1707
C,05/03/24,16:10:05,3.45,11016
C,05/03/24,16:10:06,3.45,1404
C,05/03/24,16:10:07,3.4501,39912
C,05/03/24,16:10:13,3.455,6295
V,05/03/24,16:10:16,3.445,1000
C,05/03/24,16:10:36,3.46,850
V,05/03/24,16:16:13,3.45,7211
V,05/03/24,16:16:34,3.45,1000
V,05/03/24,16:16:40,3.45,4000
V,05/03/24,16:16:48,3.45,2298
V,05/03/24,16:16:58,3.45,2179
V,05/03/24,16:17:05,3.45,9446
V,05/03/24,16:17:11,3.45,1455
V,05/03/24,16:17:12,3.45,841
V,05/03/24,16:17:22,3.45,10449
V,05/03/24,16:17:23,3.45,16000
V,05/03/24,16:17:24,3.45,962
C,05/03/24,16:17:44,3.455,900
V,05/03/24,16:18:45,3.45,346
V,05/03/24,16:22:59,3.45,8000
V,05/03/24,16:23:17,3.445,6955
V,05/03/24,16:24:18,3.445,4005
V,05/03/24,16:29:27,3.44,16776
V,05/03/24,16:29:36,3.44,42944
V,05/03/24,16:29:37,3.44,1800
V,05/03/24,16:29:49,3.435,3282
V,05/03/24,16:30:36,3.435,4885
C,05/03/24,16:30:48,3.44,6412
V,05/03/24,16:30:59,3.435,1745
C,05/03/24,16:31:00,3.445,1600
V,05/03/24,16:33:50,3.44,15262
V,05/03/24,16:33:51,3.44,1200
V,05/03/24,16:35:36,3.44,4
V,05/03/24,16:40:14,3.435,5076
V,05/03/24,16:40:15,3.435,1927
V,05/03/24,16:42:20,3.43,581
V,05/03/24,16:42:35,3.43,700
V,05/03/24,16:42:47,3.43,600
V,05/03/24,16:42:48,3.43,999
V,05/03/24,16:44:04,3.43,953
C,05/03/24,16:44:21,3.435,3522
C,05/03/24,16:44:25,3.435,416
C,05/03/24,16:49:14,3.44,5972
C,05/03/24,16:49:23,3.445,260
V,05/03/24,16:49:53,3.44,424
V,05/03/24,16:50:04,3.44,579
V,05/03/24,16:50:09,3.43,1000
V,05/03/24,16:52:24,3.43,1500
V,05/03/24,16:54:14,3.43,1100
C,05/03/24,16:56:36,3.44,301
V,05/03/24,16:56:41,3.435,531
V,05/03/24,16:56:49,3.435,789
V,05/03/24,16:57:41,3.435,3018
C,05/03/24,16:57:50,3.44,839
V,05/03/24,16:58:07,3.43,1066
C,05/03/24,16:58:15,3.44,907
C,05/03/24,16:58:17,3.44,2000
V,05/03/24,17:00:38,3.435,800
V,05/03/24,17:00:44,3.43,454
C,05/03/24,17:01:00,3.44,352
C,05/03/24,17:01:06,3.44,890
V,05/03/24,17:01:58,3.43,1000
C,05/03/24,17:03:03,3.435,2600
C,05/03/24,17:03:17,3.435,3800
C,05/03/24,17:03:20,3.435,6510
C,05/03/24,17:03:31,3.435,420
C,05/03/24,17:03:42,3.435,1
C,05/03/24,17:05:55,3.435,30
V,05/03/24,17:06:11,3.43,7500
C,05/03/24,17:06:15,3.435,1274
C,05/03/24,17:06:17,3.435,808
V,05/03/24,17:06:37,3.43,230
V,05/03/24,17:06:39,3.43,40953
V,05/03/24,17:10:39,3.425,2386
V,05/03/24,17:10:53,3.425,5000
V,05/03/24,17:13:05,3.425,1407
V,05/03/24,17:16:24,3.425,1034
V,05/03/24,17:17:53,3.425,292
C,05/03/24,17:18:22,3.43,8398
C,05/03/24,17:19:00,3.43,134
V,05/03/24,17:19:11,3.425,3000
V,05/03/24,17:20:03,3.425,46
V,05/03/24,17:20:06,3.425,134
V,05/03/24,17:21:26,3.4248,3819
V,05/03/24,17:21:43,3.42,15602
V,05/03/24,17:22:19,3.42,1040
V,05/03/24,17:22:25,3.42,1543
V,05/03/24,17:22:42,3.42,1500
V,05/03/24,17:23:28,3.4199,5848
V,05/03/24,17:25:21,3.415,1000
V,05/03/24,17:26:09,3.415,2200
V,05/03/24,17:27:15,3.415,900
C,05/03/24,17:27:29,3.4244,300
V,05/03/24,17:28:57,3.415,194
C,05/03/24,17:29:36,3.42,1936
C,05/03/24,17:29:41,3.42,8064
C,05/03/24,17:29:57,3.425,10000
SF,05/03/24,17:35:07,3.42,59951
SI,06/03/24,09:00:01,3.42,34142
SI,06/03/24,09:00:02,3.42,93
SI,06/03/24,09:00:09,3.42,6167
C,06/03/24,09:00:59,3.43,680
C,06/03/24,09:05:32,3.435,800
V,06/03/24,09:05:45,3.4112,30322
V,06/03/24,09:05:46,3.41,790
C,06/03/24,09:05:58,3.415,10780
C,06/03/24,09:06:03,3.425,300
V,06/03/24,09:08:11,3.415,10000
V,06/03/24,09:08:43,3.4096,25551
V,06/03/24,09:10:03,3.405,19029
V,06/03/24,09:10:04,3.4,10392
V,06/03/24,09:10:05,3.4,3000
V,06/03/24,09:10:06,3.4,2000
V,06/03/24,09:10:31,3.4,1620
C,06/03/24,09:12:42,3.405,700
C,06/03/24,09:12:45,3.405,423
C,06/03/24,09:15:09,3.405,100
C,06/03/24,09:16:04,3.405,656
C,06/03/24,09:19:31,3.41,2375
V,06/03/24,09:22:44,3.405,100
V,06/03/24,09:27:10,3.405,50
V,06/03/24,09:29:19,3.405,3634
V,06/03/24,09:30:00,3.405,426
V,06/03/24,09:31:03,3.405,1000
V,06/03/24,09:33:53,3.405,301
V,06/03/24,09:34:24,3.405,4008
V,06/03/24,09:38:18,3.405,1500
C,06/03/24,09:39:34,3.415,2180
V,06/03/24,09:39:35,3.4062,1300
C,06/03/24,09:42:19,3.41,540
V,06/03/24,09:42:35,3.405,3120
V,06/03/24,09:46:12,3.405,1000
V,06/03/24,09:46:53,3.405,875
V,06/03/24,09:47:05,3.405,794
C,06/03/24,09:49:35,3.415,1804
C,06/03/24,09:51:24,3.415,6945
V,06/03/24,09:55:42,3.405,700
C,06/03/24,09:58:28,3.4084,5190
V,06/03/24,10:00:10,3.405,847
V,06/03/24,10:03:20,3.405,550
V,06/03/24,10:16:07,3.405,2200
C,06/03/24,10:16:08,3.41,50
V,06/03/24,10:24:37,3.405,300
C,06/03/24,10:27:09,3.41,1183
C,06/03/24,10:28:19,3.4149,7931
V,06/03/24,10:28:20,3.41,334
V,06/03/24,10:32:55,3.41,350
V,06/03/24,10:35:08,3.41,1311
C,06/03/24,10:37:23,3.4118,8889
V,06/03/24,10:39:28,3.41,307
C,06/03/24,10:39:38,3.4194,3128
V,06/03/24,10:44:04,3.41,1151
V,06/03/24,10:49:04,3.41,6001
V,06/03/24,10:50:48,3.41,5000
V,06/03/24,10:53:37,3.405,187
C,06/03/24,10:57:14,3.41,100
C,06/03/24,10:59:14,3.41,1000
V,06/03/24,11:02:46,3.405,350
V,06/03/24,11:04:37,3.405,187
C,06/03/24,11:14:06,3.415,2200
V,06/03/24,11:16:25,3.405,155
V,06/03/24,11:17:40,3.405,900
V,06/03/24,11:18:40,3.405,473
V,06/03/24,11:21:31,3.405,2880
V,06/03/24,11:21:38,3.405,1000
V,06/03/24,11:22:36,3.405,2049
V,06/03/24,11:22:37,3.405,242
C,06/03/24,11:36:13,3.412,3947
V,06/03/24,11:39:06,3.4044,12159
C,06/03/24,11:39:07,3.405,451
C,06/03/24,11:39:25,3.405,113
C,06/03/24,11:44:38,3.405,1607
C,06/03/24,11:44:50,3.405,879
C,06/03/24,11:45:22,3.405,877
C,06/03/24,11:48:30,3.405,21
V,06/03/24,11:52:14,3.4015,2000
V,06/03/24,11:54:05,3.4,17898
V,06/03/24,11:54:31,3.4,340
V,06/03/24,11:55:52,3.4,8000
V,06/03/24,11:59:01,3.4,2000
C,06/03/24,12:03:08,3.405,500
V,06/03/24,12:04:15,3.4,68910
V,06/03/24,12:05:36,3.4,388
V,06/03/24,12:06:39,3.4,10000
V,06/03/24,12:11:43,3.4,731
C,06/03/24,12:16:54,3.405,27
C,06/03/24,12:21:21,3.4087,23601
C,06/03/24,12:28:15,3.41,501
C,06/03/24,12:30:35,3.41,721
C,06/03/24,12:39:31,3.41,770
C,06/03/24,12:48:05,3.41,5000
C,06/03/24,12:50:44,3.41,3100
C,06/03/24,12:52:25,3.41,331
C,06/03/24,12:58:16,3.41,9822
C,06/03/24,12:58:36,3.41,2739
C,06/03/24,12:59:33,3.41,1000
C,06/03/24,13:00:03,3.41,305
V,06/03/24,13:05:44,3.405,315
C,06/03/24,13:05:48,3.41,879
C,06/03/24,13:09:19,3.41,3762
C,06/03/24,13:11:17,3.41,1173
C,06/03/24,13:11:29,3.41,1000
C,06/03/24,13:13:32,3.41,4065
V,06/03/24,13:14:23,3.405,1837
V,06/03/24,13:17:44,3.405,278
V,06/03/24,13:19:26,3.405,100
C,06/03/24,13:27:27,3.41,96
C,06/03/24,13:29:27,3.415,11111
V,06/03/24,13:33:21,3.405,502
C,06/03/24,13:53:43,3.41,3997
V,06/03/24,13:57:01,3.4097,581
C,06/03/24,13:57:29,3.41,196
C,06/03/24,14:03:28,3.41,53
C,06/03/24,14:05:12,3.41,850
V,06/03/24,14:05:26,3.405,136
V,06/03/24,14:08:55,3.405,397
V,06/03/24,14:09:44,3.405,628
V,06/03/24,14:09:58,3.405,2438
V,06/03/24,14:12:31,3.405,348
V,06/03/24,14:13:13,3.405,356
V,06/03/24,14:16:41,3.405,336
C,06/03/24,14:25:56,3.41,1802
V,06/03/24,14:31:11,3.405,170
V,06/03/24,14:34:45,3.405,634
V,06/03/24,14:38:13,3.405,1900
V,06/03/24,14:40:34,3.4047,21140
C,06/03/24,14:40:59,3.41,7500
V,06/03/24,14:48:19,3.4099,2381
V,06/03/24,14:48:20,3.405,594
V,06/03/24,14:49:44,3.405,1500
V,06/03/24,14:54:05,3.4045,6134
V,06/03/24,14:57:49,3.4,480
C,06/03/24,14:58:25,3.405,8144
C,06/03/24,14:58:35,3.405,478
C,06/03/24,15:17:25,3.405,771
C,06/03/24,15:25:42,3.405,27
C,06/03/24,15:25:56,3.405,1833
C,06/03/24,15:34:25,3.405,150
C,06/03/24,15:43:02,3.41,35474
C,06/03/24,15:43:35,3.41,10000
C,06/03/24,15:51:40,3.415,8719
C,06/03/24,15:51:59,3.42,872
V,06/03/24,15:57:40,3.41,318
V,06/03/24,15:58:51,3.41,56
V,06/03/24,16:01:22,3.41,866
C,06/03/24,16:05:50,3.4108,2176
V,06/03/24,16:10:02,3.41,609
V,06/03/24,16:10:35,3.41,326
C,06/03/24,16:14:20,3.415,875
V,06/03/24,16:14:56,3.41,1135
C,06/03/24,16:22:58,3.415,5542
C,06/03/24,16:34:35,3.42,3000
V,06/03/24,16:38:37,3.415,81
V,06/03/24,16:40:50,3.41,500
V,06/03/24,16:42:36,3.4078,7920
C,06/03/24,16:42:50,3.415,3000
V,06/03/24,16:43:05,3.41,1260
C,06/03/24,16:43:35,3.4231,60313
C,06/03/24,16:43:58,3.425,5778
V,06/03/24,16:51:27,3.4127,3381
V,06/03/24,16:54:19,3.41,7868
C,06/03/24,16:54:25,3.42,2479
C,06/03/24,16:54:26,3.4203,5015
V,06/03/24,16:54:28,3.42,6000
V,06/03/24,17:03:59,3.42,3068
V,06/03/24,17:07:17,3.41,2500
C,06/03/24,17:14:14,3.42,6538
C,06/03/24,17:18:14,3.42,841
C,06/03/24,17:20:59,3.425,33418
V,06/03/24,17:25:00,3.42,3682
V,06/03/24,17:28:58,3.42,3865
V,06/03/24,17:28:59,3.42,2068
C,06/03/24,17:29:31,3.425,495
SF,06/03/24,17:35:26,3.42,10162
SI,07/03/24,09:00:20,3.42,7155
V,07/03/24,09:03:49,3.415,483
V,07/03/24,09:05:13,3.41,1500
V,07/03/24,09:06:40,3.41,7000
V,07/03/24,09:07:26,3.41,3000
C,07/03/24,09:08:41,3.415,485
C,07/03/24,09:08:52,3.415,2515
C,07/03/24,09:09:21,3.415,1500
V,07/03/24,09:15:18,3.41,180
V,07/03/24,09:17:45,3.41,27
C,07/03/24,09:18:01,3.415,1100
V,07/03/24,09:18:25,3.41,2084
V,07/03/24,09:22:23,3.41,1466
C,07/03/24,09:24:42,3.415,4883
C,07/03/24,09:24:43,3.415,906
V,07/03/24,09:25:05,3.41,1000
C,07/03/24,09:28:27,3.415,483
C,07/03/24,09:31:13,3.415,4004
C,07/03/24,09:35:22,3.4152,402
V,07/03/24,09:38:19,3.41,27
V,07/03/24,09:39:14,3.41,1003
C,07/03/24,09:39:15,3.415,604
V,07/03/24,09:39:35,3.41,116
V,07/03/24,09:39:46,3.41,1110
C,07/03/24,09:42:23,3.4111,2908
V,07/03/24,09:44:27,3.41,12017
C,07/03/24,09:45:27,3.4141,1933
C,07/03/24,09:45:29,3.415,579
C,07/03/24,09:45:52,3.4178,26398
C,07/03/24,09:51:01,3.42,1690
C,07/03/24,09:54:41,3.425,1333
C,07/03/24,09:56:48,3.425,1000
V,07/03/24,10:01:54,3.42,720
C,07/03/24,10:03:10,3.425,270
C,07/03/24,10:03:43,3.425,100
C,07/03/24,10:07:27,3.425,260
C,07/03/24,10:11:22,3.425,490
V,07/03/24,10:12:43,3.42,297
V,07/03/24,10:22:29,3.42,80
C,07/03/24,10:25:25,3.425,3577
V,07/03/24,10:33:00,3.42,1000
V,07/03/24,10:36:00,3.42,210
V,07/03/24,10:37:02,3.42,1800
V,07/03/24,10:43:20,3.42,257
V,07/03/24,10:52:44,3.42,910
V,07/03/24,10:53:53,3.42,465
V,07/03/24,10:57:55,3.42,900
V,07/03/24,11:10:24,3.42,1000
C,07/03/24,11:10:29,3.425,4350
V,07/03/24,11:15:12,3.42,31
V,07/03/24,11:25:16,3.42,924
V,07/03/24,11:26:18,3.42,3541
C,07/03/24,11:48:43,3.425,2790
C,07/03/24,12:15:43,3.425,1530
V,07/03/24,12:25:14,3.42,297
V,07/03/24,12:25:55,3.42,227
V,07/03/24,12:26:08,3.42,1532
V,07/03/24,12:40:37,3.42,400
V,07/03/24,12:40:59,3.42,79
V,07/03/24,12:42:42,3.42,1500
V,07/03/24,12:46:52,3.42,605
V,07/03/24,12:46:58,3.42,2807
V,07/03/24,12:49:50,3.42,1323
V,07/03/24,12:50:55,3.42,954
V,07/03/24,12:54:19,3.42,940
V,07/03/24,12:55:34,3.42,915
V,07/03/24,12:58:31,3.42,500
V,07/03/24,12:59:30,3.42,644
V,07/03/24,13:03:01,3.42,1234
V,07/03/24,13:03:27,3.42,2269
V,07/03/24,13:07:57,3.42,1000
V,07/03/24,13:12:21,3.415,421
V,07/03/24,13:12:58,3.415,300
V,07/03/24,13:23:31,3.415,10000
V,07/03/24,13:23:37,3.415,957
V,07/03/24,13:23:39,3.415,4791
V,07/03/24,13:24:02,3.415,5223
C,07/03/24,13:24:27,3.42,2077
C,07/03/24,13:25:27,3.42,4500
C,07/03/24,13:26:27,3.42,1039
C,07/03/24,13:27:27,3.42,789
C,07/03/24,13:28:27,3.42,1172
C,07/03/24,13:29:27,3.42,787
V,07/03/24,13:33:12,3.415,924
V,07/03/24,13:42:31,3.415,3000
C,07/03/24,13:43:27,3.42,784
V,07/03/24,13:45:05,3.415,1200
C,07/03/24,13:45:27,3.42,575
V,07/03/24,13:48:58,3.415,15382
C,07/03/24,13:49:27,3.42,2870
C,07/03/24,13:49:33,3.42,433
V,07/03/24,13:50:01,3.415,5000
C,07/03/24,13:50:27,3.42,1431
C,07/03/24,13:51:27,3.42,880
C,07/03/24,13:52:27,3.42,773
C,07/03/24,13:53:27,3.42,772
C,07/03/24,13:54:27,3.42,564
C,07/03/24,13:55:01,3.42,1378
V,07/03/24,13:56:25,3.415,951
C,07/03/24,13:56:27,3.42,577
C,07/03/24,14:04:45,3.42,50
V,07/03/24,14:07:09,3.415,14649
C,07/03/24,14:07:30,3.42,331
V,07/03/24,14:07:53,3.415,1926
V,07/03/24,14:08:27,3.415,2623
V,07/03/24,14:09:27,3.415,781
V,07/03/24,14:10:27,3.415,768
V,07/03/24,14:11:27,3.415,1062
V,07/03/24,14:13:16,3.41,743
C,07/03/24,14:15:25,3.415,50
C,07/03/24,14:17:38,3.415,483
C,07/03/24,14:17:47,3.415,483
V,07/03/24,14:32:20,3.41,6000
V,07/03/24,14:34:07,3.41,500
C,07/03/24,14:35:45,3.411,3741
V,07/03/24,14:41:22,3.41,1500
C,07/03/24,14:41:24,3.415,552
V,07/03/24,14:52:44,3.41,5000
C,07/03/24,14:52:46,3.415,3433
C,07/03/24,14:52:47,3.415,787
C,07/03/24,14:55:15,3.42,17412
C,07/03/24,14:55:18,3.42,790
C,07/03/24,14:55:32,3.42,247
C,07/03/24,14:55:47,3.42,1275
C,07/03/24,14:56:47,3.42,949
C,07/03/24,14:57:47,3.42,713
C,07/03/24,14:58:09,3.42,351
C,07/03/24,14:58:47,3.42,700
C,07/03/24,14:59:47,3.42,577
V,07/03/24,15:03:46,3.415,27
C,07/03/24,15:07:14,3.416,3721
C,07/03/24,15:09:36,3.42,350
V,07/03/24,15:10:05,3.415,500
V,07/03/24,15:16:35,3.415,27
C,07/03/24,15:20:16,3.42,12222
C,07/03/24,15:20:17,3.42,821
V,07/03/24,15:20:47,3.4199,2355
C,07/03/24,15:21:47,3.42,735
V,07/03/24,15:22:42,3.415,1232
C,07/03/24,15:22:47,3.42,690
C,07/03/24,15:23:47,3.42,826
V,07/03/24,15:30:47,3.415,2000
C,07/03/24,15:30:50,3.42,634
V,07/03/24,15:31:35,3.415,1600
C,07/03/24,15:31:50,3.42,1528
C,07/03/24,15:31:53,3.42,752
V,07/03/24,15:32:55,3.415,710
C,07/03/24,15:35:25,3.42,150
C,07/03/24,15:35:32,3.42,241
V,07/03/24,15:39:41,3.415,300
V,07/03/24,15:42:10,3.415,402
C,07/03/24,15:42:16,3.42,511
V,07/03/24,15:56:38,3.415,150
V,07/03/24,15:57:09,3.415,353
V,07/03/24,15:59:17,3.415,10000
V,07/03/24,16:03:58,3.415,422
V,07/03/24,16:10:16,3.415,8684
C,07/03/24,16:10:17,3.4182,1547
V,07/03/24,16:20:17,3.415,67
V,07/03/24,16:32:05,3.415,762
V,07/03/24,16:38:39,3.415,600
V,07/03/24,16:53:17,3.415,790
V,07/03/24,16:53:18,3.415,69
V,07/03/24,16:59:12,3.415,4405
V,07/03/24,16:59:21,3.415,5263
V,07/03/24,16:59:23,3.415,488
V,07/03/24,16:59:47,3.415,1041
V,07/03/24,17:00:39,3.415,300
V,07/03/24,17:00:47,3.415,598
V,07/03/24,17:01:47,3.415,2078
V,07/03/24,17:01:55,3.4127,1090
C,07/03/24,17:02:47,3.415,565
C,07/03/24,17:03:14,3.415,300
C,07/03/24,17:03:47,3.415,564
C,07/03/24,17:04:47,3.415,493
C,07/03/24,17:05:53,3.415,2500
V,07/03/24,17:12:58,3.41,145
V,07/03/24,17:14:18,3.41,2386
C,07/03/24,17:14:22,3.415,844
C,07/03/24,17:14:45,3.415,275
V,07/03/24,17:14:59,3.41,235
C,07/03/24,17:15:23,3.415,485
V,07/03/24,17:24:08,3.41,1610
V,07/03/24,17:28:00,3.41,2739
C,07/03/24,17:28:05,3.4155,38387
C,07/03/24,17:28:06,3.4226,3858
SF,07/03/24,17:35:14,3.42,18680
SI,08/03/24,09:00:09,3.4252,9512
V,08/03/24,09:00:10,3.425,2378
V,08/03/24,09:03:50,3.425,2050
V,08/03/24,09:03:55,3.425,300
V,08/03/24,09:07:54,3.42,242
V,08/03/24,09:15:13,3.42,20993
